choose to use gpu...
Starting iterations...
steps: 25000, episodes: 1000, mean episode reward: -104.0250068359375, time: 5.227694988250732
steps: 1350000, episodes: 54000, mean episode reward: -77.10709375, time: 333.5346648693085
steps: 1375000, episodes: 55000, mean episode reward: -77.4087509765625, time: 339.8337233066559
steps: 1400000, episodes: 56000, mean episode reward: -75.40550195312501, time: 346.13831782341003
steps: 1425000, episodes: 57000, mean episode reward: -81.16794091796875, time: 352.2105813026428
steps: 1450000, episodes: 58000, mean episode reward: -78.43070654296875, time: 358.41385889053345
steps: 1475000, episodes: 59000, mean episode reward: -76.23147998046875, time: 364.6983115673065
steps: 1500000, episodes: 60000, mean episode reward: -76.78576660156251, time: 370.9395966529846
steps: 1525000, episodes: 61000, mean episode reward: -76.96096728515626, time: 377.29833149909973
steps: 1550000, episodes: 62000, mean episode reward: -75.228466796875, time: 383.7312982082367
steps: 1575000, episodes: 63000, mean episode reward: -85.2115341796875, time: 389.9178366661072
steps: 1600000, episodes: 64000, mean episode reward: -79.89318164062502, time: 396.16554045677185
steps: 1625000, episodes: 65000, mean episode reward: -79.799185546875, time: 402.4558115005493
steps: 1650000, episodes: 66000, mean episode reward: -74.5382119140625, time: 408.62054204940796
steps: 1675000, episodes: 67000, mean episode reward: -71.68479980468751, time: 414.76581931114197
steps: 1700000, episodes: 68000, mean episode reward: -72.3910048828125, time: 420.9784426689148
steps: 1725000, episodes: 69000, mean episode reward: -76.48646923828124, time: 427.15862798690796
steps: 1750000, episodes: 70000, mean episode reward: -74.8588330078125, time: 433.6259937286377
steps: 1775000, episodes: 71000, mean episode reward: -76.04875341796875, time: 439.88825368881226
steps: 1800000, episodes: 72000, mean episode reward: -71.39625244140625, time: 446.19378447532654
steps: 1825000, episodes: 73000, mean episode reward: -72.23632128906249, time: 452.4467558860779
steps: 1850000, episodes: 74000, mean episode reward: -72.3504482421875, time: 458.6905722618103
steps: 1875000, episodes: 75000, mean episode reward: -69.09608837890626, time: 464.8107678890228
steps: 1900000, episodes: 76000, mean episode reward: -68.39248779296875, time: 471.25024676322937
steps: 1925000, episodes: 77000, mean episode reward: -75.08596142578126, time: 477.63799929618835
steps: 1950000, episodes: 78000, mean episode reward: -70.55598291015626, time: 483.83799958229065
steps: 1975000, episodes: 79000, mean episode reward: -73.73401904296875, time: 490.0858361721039
steps: 2000000, episodes: 80000, mean episode reward: -71.4148515625, time: 496.11408948898315
steps: 2025000, episodes: 81000, mean episode reward: -75.32975537109374, time: 502.33862376213074
steps: 2050000, episodes: 82000, mean episode reward: -72.8196494140625, time: 508.44735527038574
steps: 2075000, episodes: 83000, mean episode reward: -71.95330322265626, time: 514.4509699344635
steps: 2100000, episodes: 84000, mean episode reward: -69.4510908203125, time: 520.2446782588959
steps: 2125000, episodes: 85000, mean episode reward: -70.87870263671876, time: 526.2348155975342
steps: 2150000, episodes: 86000, mean episode reward: -70.37026806640624, time: 532.2859687805176
steps: 2175000, episodes: 87000, mean episode reward: -73.02840869140626, time: 538.2447967529297
steps: 2200000, episodes: 88000, mean episode reward: -68.85666455078126, time: 544.2828984260559
steps: 2225000, episodes: 89000, mean episode reward: -70.42912451171875, time: 550.3174860477448
steps: 2250000, episodes: 90000, mean episode reward: -73.41064648437501, time: 556.4366455078125
steps: 2275000, episodes: 91000, mean episode reward: -72.02242041015623, time: 562.3273708820343
steps: 2300000, episodes: 92000, mean episode reward: -76.80314013671875, time: 568.261641740799
steps: 2325000, episodes: 93000, mean episode reward: -75.05585449218749, time: 574.2166457176208
steps: 2350000, episodes: 94000, mean episode reward: -72.23571240234374, time: 580.2445869445801
steps: 2375000, episodes: 95000, mean episode reward: -75.328443359375, time: 586.2373645305634
steps: 2400000, episodes: 96000, mean episode reward: -75.31078564453125, time: 592.1642572879791
steps: 2425000, episodes: 97000, mean episode reward: -74.58329589843751, time: 598.0558140277863
steps: 2450000, episodes: 98000, mean episode reward: -73.163927734375, time: 604.057933807373
steps: 2475000, episodes: 99000, mean episode reward: -72.75686669921875, time: 610.0193376541138
steps: 2500000, episodes: 100000, mean episode reward: -75.60192626953126, time: 616.0146639347076

