choose to use gpu...
Starting iterations...
steps: 25000, episodes: 1000, mean episode reward: -626.1596874999999, time: 7.664272785186768
steps: 50000, episodes: 2000, mean episode reward: -636.56711328125, time: 18.443437814712524
steps: 75000, episodes: 3000, mean episode reward: -637.03534375, time: 31.068124771118164
steps: 100000, episodes: 4000, mean episode reward: -687.8639218750001, time: 43.89585614204407
steps: 125000, episodes: 5000, mean episode reward: -675.4061562500001, time: 56.79494571685791
steps: 150000, episodes: 6000, mean episode reward: -636.7205156250001, time: 69.97496962547302
steps: 175000, episodes: 7000, mean episode reward: -604.52657421875, time: 82.79683709144592
steps: 200000, episodes: 8000, mean episode reward: -586.01095703125, time: 95.939368724823
steps: 225000, episodes: 9000, mean episode reward: -602.99964453125, time: 108.95226097106934
steps: 250000, episodes: 10000, mean episode reward: -595.8290468749999, time: 121.93478894233704
steps: 275000, episodes: 11000, mean episode reward: -601.423, time: 135.05059623718262
steps: 300000, episodes: 12000, mean episode reward: -591.91194140625, time: 148.22307586669922
steps: 325000, episodes: 13000, mean episode reward: -597.4373125, time: 161.31155729293823
steps: 350000, episodes: 14000, mean episode reward: -596.9108203124999, time: 174.3181598186493
steps: 375000, episodes: 15000, mean episode reward: -601.86773828125, time: 187.367182970047
steps: 400000, episodes: 16000, mean episode reward: -595.6086054687499, time: 200.44553923606873
steps: 425000, episodes: 17000, mean episode reward: -599.750765625, time: 213.45213890075684
steps: 450000, episodes: 18000, mean episode reward: -603.82340625, time: 226.4847264289856
steps: 475000, episodes: 19000, mean episode reward: -598.1316015625, time: 239.47169256210327
steps: 500000, episodes: 20000, mean episode reward: -599.63697265625, time: 252.3179805278778
steps: 525000, episodes: 21000, mean episode reward: -592.825671875, time: 265.4432375431061
steps: 550000, episodes: 22000, mean episode reward: -595.02674609375, time: 278.3079171180725
steps: 575000, episodes: 23000, mean episode reward: -595.67596875, time: 291.4406294822693
steps: 600000, episodes: 24000, mean episode reward: -600.7166015624999, time: 304.3381357192993
steps: 625000, episodes: 25000, mean episode reward: -598.85393359375, time: 317.26755952835083
steps: 650000, episodes: 26000, mean episode reward: -591.4582109375, time: 330.4790909290314
steps: 675000, episodes: 27000, mean episode reward: -598.7052148437501, time: 343.6451675891876
steps: 700000, episodes: 28000, mean episode reward: -597.14972265625, time: 356.5995922088623
steps: 725000, episodes: 29000, mean episode reward: -597.09507421875, time: 369.45283818244934
steps: 750000, episodes: 30000, mean episode reward: -592.51341796875, time: 382.5576980113983
steps: 775000, episodes: 31000, mean episode reward: -599.9753828125, time: 395.63569593429565
steps: 800000, episodes: 32000, mean episode reward: -590.6227617187499, time: 408.49894165992737
steps: 825000, episodes: 33000, mean episode reward: -586.2631015625, time: 421.3820769786835
steps: 850000, episodes: 34000, mean episode reward: -585.20675, time: 434.617071390152
steps: 875000, episodes: 35000, mean episode reward: -585.9452421875001, time: 447.66498732566833
steps: 900000, episodes: 36000, mean episode reward: -590.4386796875001, time: 460.6959455013275
steps: 925000, episodes: 37000, mean episode reward: -588.9221640625, time: 473.6186635494232
steps: 950000, episodes: 38000, mean episode reward: -589.46041796875, time: 486.63310980796814
steps: 975000, episodes: 39000, mean episode reward: -585.4011874999999, time: 499.70273995399475
steps: 1000000, episodes: 40000, mean episode reward: -575.9458203125, time: 512.6863696575165
steps: 1025000, episodes: 41000, mean episode reward: -577.49198828125, time: 525.5508251190186
steps: 1050000, episodes: 42000, mean episode reward: -588.989578125, time: 538.6467280387878
steps: 1075000, episodes: 43000, mean episode reward: -591.5285859375001, time: 551.738258600235
steps: 1100000, episodes: 44000, mean episode reward: -585.4634882812501, time: 564.869873046875
steps: 1125000, episodes: 45000, mean episode reward: -583.3707226562499, time: 577.9886379241943
steps: 1150000, episodes: 46000, mean episode reward: -592.5047109375, time: 591.3134622573853
steps: 1175000, episodes: 47000, mean episode reward: -587.9418203125, time: 604.3745436668396
steps: 1200000, episodes: 48000, mean episode reward: -588.125875, time: 617.784651517868
steps: 1225000, episodes: 49000, mean episode reward: -586.60280859375, time: 630.7916724681854
steps: 1250000, episodes: 50000, mean episode reward: -586.4715234375, time: 643.7672853469849
steps: 1275000, episodes: 51000, mean episode reward: -574.4641992187501, time: 656.897741317749
steps: 1300000, episodes: 52000, mean episode reward: -575.2721875, time: 669.9906435012817
steps: 1325000, episodes: 53000, mean episode reward: -587.6575820312501, time: 682.9498128890991
steps: 1350000, episodes: 54000, mean episode reward: -589.2411601562501, time: 696.0381317138672
steps: 1375000, episodes: 55000, mean episode reward: -595.1902578125, time: 708.8226659297943
steps: 1400000, episodes: 56000, mean episode reward: -585.8884609375001, time: 721.9893333911896
steps: 1425000, episodes: 57000, mean episode reward: -589.04033203125, time: 735.0826768875122
steps: 1450000, episodes: 58000, mean episode reward: -584.7681015625001, time: 748.2206990718842
steps: 1475000, episodes: 59000, mean episode reward: -591.45042578125, time: 761.5163078308105
steps: 1500000, episodes: 60000, mean episode reward: -591.0886445312499, time: 774.5214762687683
steps: 1525000, episodes: 61000, mean episode reward: -591.7274765625, time: 787.506737947464
steps: 1550000, episodes: 62000, mean episode reward: -599.2248984375001, time: 800.4689328670502
steps: 1575000, episodes: 63000, mean episode reward: -591.3095117187501, time: 813.457023859024
steps: 1600000, episodes: 64000, mean episode reward: -590.5136523437501, time: 826.407164812088
steps: 1625000, episodes: 65000, mean episode reward: -582.5822421874999, time: 839.1700971126556
steps: 1650000, episodes: 66000, mean episode reward: -578.67563671875, time: 851.9327418804169
steps: 1675000, episodes: 67000, mean episode reward: -589.3068515625, time: 865.1204409599304
steps: 1700000, episodes: 68000, mean episode reward: -601.50103515625, time: 877.9337177276611
steps: 1725000, episodes: 69000, mean episode reward: -589.2489804687501, time: 890.7576451301575
steps: 1750000, episodes: 70000, mean episode reward: -583.90010546875, time: 904.0139653682709
steps: 1775000, episodes: 71000, mean episode reward: -579.5480859375, time: 916.8496541976929
steps: 1800000, episodes: 72000, mean episode reward: -590.86608203125, time: 929.9787247180939
steps: 1825000, episodes: 73000, mean episode reward: -588.2723789062501, time: 942.8946266174316
steps: 1850000, episodes: 74000, mean episode reward: -588.7071953125001, time: 955.7035658359528
steps: 1875000, episodes: 75000, mean episode reward: -599.55754296875, time: 968.6869928836823
steps: 1900000, episodes: 76000, mean episode reward: -580.83610546875, time: 981.5798425674438
steps: 1925000, episodes: 77000, mean episode reward: -582.52973828125, time: 994.7471559047699
steps: 1950000, episodes: 78000, mean episode reward: -591.6850234374999, time: 1007.7138576507568
steps: 1975000, episodes: 79000, mean episode reward: -586.66840625, time: 1020.6830172538757
steps: 2000000, episodes: 80000, mean episode reward: -581.8236484375, time: 1033.4539563655853
steps: 2025000, episodes: 81000, mean episode reward: -589.2076406250001, time: 1045.2222635746002
steps: 2050000, episodes: 82000, mean episode reward: -589.12423828125, time: 1057.546374797821
steps: 2075000, episodes: 83000, mean episode reward: -582.9943125, time: 1069.5753560066223
steps: 2100000, episodes: 84000, mean episode reward: -579.9172109375, time: 1081.673368692398
steps: 2125000, episodes: 85000, mean episode reward: -579.8906953124999, time: 1093.6685845851898
steps: 2150000, episodes: 86000, mean episode reward: -591.1522734375001, time: 1105.7944128513336
steps: 2175000, episodes: 87000, mean episode reward: -578.4226367187499, time: 1117.8240332603455
steps: 2200000, episodes: 88000, mean episode reward: -576.05008203125, time: 1130.0163235664368
steps: 2225000, episodes: 89000, mean episode reward: -585.6740117187501, time: 1142.0563464164734
steps: 2250000, episodes: 90000, mean episode reward: -589.2709531249999, time: 1153.750699520111
