choose to use gpu...
Starting iterations...
steps: 25000, episodes: 1000, mean episode reward: -626.1596874999999, time: 198.47053575515747
steps: 50000, episodes: 2000, mean episode reward: -636.56711328125, time: 655.1038753986359
steps: 75000, episodes: 3000, mean episode reward: -637.03534375, time: 667.5825881958008
steps: 100000, episodes: 4000, mean episode reward: -687.8639218750001, time: 680.3835706710815
steps: 125000, episodes: 5000, mean episode reward: -675.4061562500001, time: 693.5003278255463
steps: 150000, episodes: 6000, mean episode reward: -636.7205156250001, time: 706.4586515426636
steps: 175000, episodes: 7000, mean episode reward: -604.52657421875, time: 719.7057282924652
steps: 200000, episodes: 8000, mean episode reward: -586.01095703125, time: 732.8575117588043
steps: 225000, episodes: 9000, mean episode reward: -602.99964453125, time: 745.6141221523285
steps: 250000, episodes: 10000, mean episode reward: -595.8290468749999, time: 758.7016439437866
steps: 275000, episodes: 11000, mean episode reward: -601.423, time: 772.0062975883484
steps: 300000, episodes: 12000, mean episode reward: -591.91194140625, time: 785.0682444572449
steps: 325000, episodes: 13000, mean episode reward: -597.4373125, time: 797.8050060272217
steps: 350000, episodes: 14000, mean episode reward: -596.9108203124999, time: 810.8722615242004
steps: 375000, episodes: 15000, mean episode reward: -601.86773828125, time: 824.1449010372162
steps: 400000, episodes: 16000, mean episode reward: -595.6086054687499, time: 837.2401037216187
steps: 425000, episodes: 17000, mean episode reward: -599.750765625, time: 850.1644108295441
steps: 450000, episodes: 18000, mean episode reward: -603.82340625, time: 863.1755962371826
steps: 475000, episodes: 19000, mean episode reward: -598.1316015625, time: 876.3667359352112
steps: 500000, episodes: 20000, mean episode reward: -599.63697265625, time: 889.3705813884735
steps: 525000, episodes: 21000, mean episode reward: -592.825671875, time: 902.5143625736237
steps: 550000, episodes: 22000, mean episode reward: -595.02674609375, time: 915.41530418396
steps: 575000, episodes: 23000, mean episode reward: -595.67596875, time: 928.6552588939667
steps: 600000, episodes: 24000, mean episode reward: -600.7166015624999, time: 941.6926472187042
steps: 625000, episodes: 25000, mean episode reward: -598.85393359375, time: 954.6543292999268
steps: 650000, episodes: 26000, mean episode reward: -591.4582109375, time: 967.751059293747
steps: 675000, episodes: 27000, mean episode reward: -598.7052148437501, time: 980.8235945701599
steps: 700000, episodes: 28000, mean episode reward: -597.14972265625, time: 993.7845113277435
steps: 725000, episodes: 29000, mean episode reward: -597.09507421875, time: 1006.818850517273
steps: 750000, episodes: 30000, mean episode reward: -592.51341796875, time: 1019.8342475891113
steps: 775000, episodes: 31000, mean episode reward: -599.9753828125, time: 1033.190843820572
steps: 800000, episodes: 32000, mean episode reward: -590.6227617187499, time: 1046.3594391345978
steps: 825000, episodes: 33000, mean episode reward: -586.2631015625, time: 1059.3655426502228
steps: 850000, episodes: 34000, mean episode reward: -585.20675, time: 1072.4275045394897
steps: 875000, episodes: 35000, mean episode reward: -585.9452421875001, time: 1085.5283093452454
steps: 900000, episodes: 36000, mean episode reward: -590.4386796875001, time: 1098.6133947372437
steps: 925000, episodes: 37000, mean episode reward: -588.9221640625, time: 1111.7902472019196
steps: 950000, episodes: 38000, mean episode reward: -589.46041796875, time: 1124.9727082252502
steps: 975000, episodes: 39000, mean episode reward: -585.4011874999999, time: 1138.0902795791626
steps: 1000000, episodes: 40000, mean episode reward: -575.9458203125, time: 1151.0895414352417
steps: 1025000, episodes: 41000, mean episode reward: -577.49198828125, time: 1164.356722831726
steps: 1050000, episodes: 42000, mean episode reward: -588.989578125, time: 1177.1743910312653
steps: 1075000, episodes: 43000, mean episode reward: -591.5285859375001, time: 1190.1933135986328
steps: 1100000, episodes: 44000, mean episode reward: -585.4634882812501, time: 1203.3979754447937
steps: 1125000, episodes: 45000, mean episode reward: -583.3707226562499, time: 1216.6331732273102
steps: 1150000, episodes: 46000, mean episode reward: -592.5047109375, time: 1229.7217729091644
steps: 1175000, episodes: 47000, mean episode reward: -587.9418203125, time: 1242.4705266952515
steps: 1200000, episodes: 48000, mean episode reward: -588.125875, time: 1255.6008512973785
steps: 1225000, episodes: 49000, mean episode reward: -586.60280859375, time: 1268.7326219081879
steps: 1250000, episodes: 50000, mean episode reward: -586.4715234375, time: 1281.7983453273773
steps: 1275000, episodes: 51000, mean episode reward: -574.4641992187501, time: 1294.8280324935913
steps: 1300000, episodes: 52000, mean episode reward: -575.2721875, time: 1307.8078708648682
steps: 1325000, episodes: 53000, mean episode reward: -587.6575820312501, time: 1320.9300818443298
steps: 1350000, episodes: 54000, mean episode reward: -589.2411601562501, time: 1333.9702801704407
steps: 1375000, episodes: 55000, mean episode reward: -595.1902578125, time: 1346.9511785507202
steps: 1400000, episodes: 56000, mean episode reward: -585.8884609375001, time: 1360.0466794967651
steps: 1425000, episodes: 57000, mean episode reward: -589.04033203125, time: 1373.0190155506134
steps: 1450000, episodes: 58000, mean episode reward: -584.7681015625001, time: 1386.2330267429352
steps: 1475000, episodes: 59000, mean episode reward: -591.45042578125, time: 1399.3813846111298
steps: 1500000, episodes: 60000, mean episode reward: -591.0886445312499, time: 1412.1961965560913
steps: 1525000, episodes: 61000, mean episode reward: -591.7274765625, time: 1425.4136352539062
steps: 1550000, episodes: 62000, mean episode reward: -599.2248984375001, time: 1438.4713337421417
steps: 1575000, episodes: 63000, mean episode reward: -591.3095117187501, time: 1451.4275867938995
steps: 1600000, episodes: 64000, mean episode reward: -590.5136523437501, time: 1464.6747407913208
steps: 1625000, episodes: 65000, mean episode reward: -582.5822421874999, time: 1477.7209141254425
steps: 1650000, episodes: 66000, mean episode reward: -578.67563671875, time: 1490.3761930465698
steps: 1675000, episodes: 67000, mean episode reward: -589.3068515625, time: 1503.3629961013794
steps: 1700000, episodes: 68000, mean episode reward: -601.50103515625, time: 1516.209706068039
steps: 1725000, episodes: 69000, mean episode reward: -589.2489804687501, time: 1529.3539390563965
steps: 1750000, episodes: 70000, mean episode reward: -583.90010546875, time: 1542.3382070064545
steps: 1775000, episodes: 71000, mean episode reward: -579.5480859375, time: 1555.4574537277222
steps: 1800000, episodes: 72000, mean episode reward: -590.86608203125, time: 1568.3813891410828
steps: 1825000, episodes: 73000, mean episode reward: -588.2723789062501, time: 1581.6719009876251
steps: 1850000, episodes: 74000, mean episode reward: -588.7071953125001, time: 1594.7950122356415
steps: 1875000, episodes: 75000, mean episode reward: -599.55754296875, time: 1608.034197807312
steps: 1900000, episodes: 76000, mean episode reward: -580.83610546875, time: 1621.2343389987946
steps: 1925000, episodes: 77000, mean episode reward: -582.52973828125, time: 1634.5244739055634
steps: 1950000, episodes: 78000, mean episode reward: -591.6850234374999, time: 1647.448838710785
steps: 1975000, episodes: 79000, mean episode reward: -586.66840625, time: 1660.3881766796112
steps: 2000000, episodes: 80000, mean episode reward: -581.8236484375, time: 1673.654827594757
steps: 2025000, episodes: 81000, mean episode reward: -589.2076406250001, time: 1686.03941655159
steps: 2050000, episodes: 82000, mean episode reward: -589.12423828125, time: 1698.2240862846375
steps: 2075000, episodes: 83000, mean episode reward: -582.9943125, time: 1710.8302133083344
steps: 2100000, episodes: 84000, mean episode reward: -579.9172109375, time: 1722.7939023971558
steps: 2125000, episodes: 85000, mean episode reward: -579.8906953124999, time: 1734.9242053031921
steps: 2150000, episodes: 86000, mean episode reward: -591.1522734375001, time: 1746.86452293396
steps: 2175000, episodes: 87000, mean episode reward: -578.4226367187499, time: 1759.2023296356201
steps: 2200000, episodes: 88000, mean episode reward: -576.05008203125, time: 1771.3673508167267
steps: 2225000, episodes: 89000, mean episode reward: -585.6740117187501, time: 1783.5094213485718
steps: 2250000, episodes: 90000, mean episode reward: -589.2709531249999, time: 1795.2774593830109
steps: 2275000, episodes: 91000, mean episode reward: -587.2580234375, time: 1806.6408381462097
steps: 2300000, episodes: 92000, mean episode reward: -582.8131210937499, time: 1817.72101688385
steps: 2325000, episodes: 93000, mean episode reward: -583.79332421875, time: 1828.4049327373505
steps: 2350000, episodes: 94000, mean episode reward: -582.35122265625, time: 1838.9406189918518
steps: 2375000, episodes: 95000, mean episode reward: -585.5568359375, time: 1849.4711027145386
steps: 2400000, episodes: 96000, mean episode reward: -582.5740078125, time: 1859.519593000412
steps: 2425000, episodes: 97000, mean episode reward: -574.8646171875, time: 1869.2595551013947
steps: 2450000, episodes: 98000, mean episode reward: -580.5940820312501, time: 1878.7666249275208
steps: 2475000, episodes: 99000, mean episode reward: -579.0077734375001, time: 1888.6775569915771
steps: 2500000, episodes: 100000, mean episode reward: -589.41615625, time: 1898.6210770606995

